id*person_id*cluster_id*created_at*updated_at
262*248*1*2020-04-08 00:51:15.924537*2020-04-08 00:51:15.924537
263*249*1*2020-04-08 00:51:35.80347*2020-04-08 00:51:35.80347
264*250*1*2020-04-08 01:01:27.035958*2020-04-08 01:01:27.035958
265*251*1*2020-04-08 11:37:50.776577*2020-04-08 11:37:50.776577
266*252*1*2020-04-08 11:41:22.277191*2020-04-08 11:41:22.277191
267*253*1*2020-04-08 11:41:40.818359*2020-04-08 11:41:40.818359
268*254*1*2020-04-08 11:46:05.815684*2020-04-08 11:46:05.815684
269*255*1*2020-04-08 11:46:37.62066*2020-04-08 11:46:37.62066
270*256*1*2020-04-08 11:50:14.255789*2020-04-08 11:50:14.255789
271*257*1*2020-04-08 11:50:31.911289*2020-04-08 11:50:31.911289
272*258*1*2020-04-08 14:02:49.877481*2020-04-08 14:02:49.877481
273*259*1*2020-04-08 14:03:17.277641*2020-04-08 14:03:17.277641
274*260*1*2020-04-08 14:15:28.043182*2020-04-08 14:15:28.043182
275*261*1*2020-04-08 14:15:41.465027*2020-04-08 14:15:41.465027
276*262*1*2020-04-08 14:16:13.732344*2020-04-08 14:16:13.732344
277*263*1*2020-04-08 14:24:49.098984*2020-04-08 14:24:49.098984
278*264*1*2020-04-08 14:28:23.083966*2020-04-08 14:28:23.083966
279*265*1*2020-04-08 14:28:52.977487*2020-04-08 14:28:52.977487
280*266*1*2020-04-08 14:32:50.396721*2020-04-08 14:32:50.396721
281*267*1*2020-04-08 14:47:40.657111*2020-04-08 14:47:40.657111
282*268*1*2020-04-08 14:48:06.114249*2020-04-08 14:48:06.114249
283*269*1*2020-04-08 14:58:43.563287*2020-04-08 14:58:43.563287
284*270*1*2020-04-08 14:59:13.259071*2020-04-08 14:59:13.259071
285*271*1*2020-04-08 15:01:45.217211*2020-04-08 15:01:45.217211
286*272*1*2020-04-08 15:06:28.320593*2020-04-08 15:06:28.320593
287*273*1*2020-04-08 15:06:44.54935*2020-04-08 15:06:44.54935
288*274*1*2020-04-08 15:49:34.694949*2020-04-08 15:49:34.694949
289*275*1*2020-04-08 15:50:00.865738*2020-04-08 15:50:00.865738
290*276*1*2020-04-08 16:04:12.843807*2020-04-08 16:04:12.843807
291*277*1*2020-04-08 16:04:33.206041*2020-04-08 16:04:33.206041
292*278*1*2020-04-08 16:09:15.486122*2020-04-08 16:09:15.486122
293*132*1*2020-04-08 16:18:10.616938*2020-04-08 16:18:10.616938
294*135*1*2020-04-08 16:18:38.959519*2020-04-08 16:18:38.959519
295*155*1*2020-04-08 16:19:22.898108*2020-04-08 16:19:22.898108
296*279*1*2020-04-08 16:19:41.512754*2020-04-08 16:19:41.512754
297*280*1*2020-04-08 16:24:58.776922*2020-04-08 16:24:58.776922
298*281*1*2020-04-08 16:25:17.168262*2020-04-08 16:25:17.168262
299*282*1*2020-04-08 16:29:10.322526*2020-04-08 16:29:10.322526
300*283*1*2020-04-08 16:29:26.708557*2020-04-08 16:29:26.708557
301*284*1*2020-04-08 16:29:39.020553*2020-04-08 16:29:39.020553
302*285*1*2020-04-08 16:29:51.046004*2020-04-08 16:29:51.046004
303*286*1*2020-04-08 16:30:06.390408*2020-04-08 16:30:06.390408
304*287*1*2020-04-08 16:30:27.768398*2020-04-08 16:30:27.768398
305*288*1*2020-04-08 16:34:21.917967*2020-04-08 16:34:21.917967
306*289*1*2020-04-08 16:34:41.483214*2020-04-08 16:34:41.483214
307*290*1*2020-04-08 16:34:54.109573*2020-04-08 16:34:54.109573
308*291*1*2020-04-08 16:35:05.766334*2020-04-08 16:35:05.766334
309*292*1*2020-04-08 16:37:58.133693*2020-04-08 16:37:58.133693
310*293*1*2020-04-08 16:42:37.104912*2020-04-08 16:42:37.104912
311*294*1*2020-04-08 16:51:19.134796*2020-04-08 16:51:19.134796
312*295*1*2020-04-08 16:54:00.004893*2020-04-08 16:54:00.004893
313*296*1*2020-04-08 17:00:48.003556*2020-04-08 17:00:48.003556
314*297*1*2020-04-08 17:05:37.677389*2020-04-08 17:05:37.677389
315*298*1*2020-04-08 17:07:18.922471*2020-04-08 17:07:18.922471
316*299*1*2020-04-08 19:58:02.18128*2020-04-08 19:58:02.18128
317*300*1*2020-04-08 19:58:27.269117*2020-04-08 19:58:27.269117
318*301*1*2020-04-08 19:59:10.300316*2020-04-08 19:59:10.300316
319*302*1*2020-04-08 20:14:50.777969*2020-04-08 20:14:50.777969
320*303*1*2020-04-08 20:15:10.683283*2020-04-08 20:15:10.683283
321*304*1*2020-04-09 13:45:48.901*2020-04-09 13:45:48.901
322*305*1*2020-04-09 13:46:20.780511*2020-04-09 13:46:20.780511
323*306*1*2020-04-09 13:46:47.330564*2020-04-09 13:46:47.330564
324*307*1*2020-04-09 13:47:07.409763*2020-04-09 13:47:07.409763
325*308*1*2020-04-10 16:09:15.829031*2020-04-10 16:09:15.829031
326*309*1*2020-04-10 16:15:26.912071*2020-04-10 16:15:26.912071
327*310*1*2020-04-10 16:15:49.153882*2020-04-10 16:15:49.153882
328*311*1*2020-04-10 16:16:11.129272*2020-04-10 16:16:11.129272
329*312*1*2020-04-10 16:16:33.019408*2020-04-10 16:16:33.019408
330*313*1*2020-04-10 16:26:34.440136*2020-04-10 16:26:34.440136
331*314*1*2020-04-10 16:27:05.322257*2020-04-10 16:27:05.322257
332*315*1*2020-04-10 16:27:23.327012*2020-04-10 16:27:23.327012
333*316*1*2020-04-10 16:43:12.204663*2020-04-10 16:43:12.204663
334*317*1*2020-04-10 16:45:38.671279*2020-04-10 16:45:38.671279
335*318*1*2020-04-10 16:48:06.759713*2020-04-10 16:48:06.759713
336*319*1*2020-04-10 16:51:24.7944*2020-04-10 16:51:24.7944
337*320*1*2020-04-10 16:51:37.807742*2020-04-10 16:51:37.807742
338*321*1*2020-04-10 16:54:07.842115*2020-04-10 16:54:07.842115
339*322*1*2020-04-10 16:56:38.561962*2020-04-10 16:56:38.561962
340*323*1*2020-04-10 17:01:11.424727*2020-04-10 17:01:11.424727
341*324*1*2020-04-10 17:01:41.217744*2020-04-10 17:01:41.217744
342*325*1*2020-04-10 22:34:37.63176*2020-04-10 22:34:37.63176
343*326*1*2020-04-10 22:45:46.549795*2020-04-10 22:45:46.549795
344*327*1*2020-04-10 22:45:57.528194*2020-04-10 22:45:57.528194
345*328*1*2020-04-10 22:46:09.817729*2020-04-10 22:46:09.817729
346*329*1*2020-04-10 22:46:20.281687*2020-04-10 22:46:20.281687
347*330*1*2020-04-10 22:46:29.914576*2020-04-10 22:46:29.914576
348*331*1*2020-04-10 22:46:39.499979*2020-04-10 22:46:39.499979
349*332*1*2020-04-10 22:51:44.452671*2020-04-10 22:51:44.452671
350*333*1*2020-04-10 23:30:20.703955*2020-04-10 23:30:20.703955
351*334*1*2020-04-10 23:30:32.61081*2020-04-10 23:30:32.61081
352*335*1*2020-04-10 23:32:34.392361*2020-04-10 23:32:34.392361
353*336*1*2020-04-10 23:32:54.933565*2020-04-10 23:32:54.933565
358*339*1*2020-04-10 23:50:27.638213*2020-04-10 23:50:27.638213
359*340*1*2020-04-10 23:50:41.765482*2020-04-10 23:50:41.765482
360*341*1*2020-04-10 23:51:03.225108*2020-04-10 23:51:03.225108
361*342*1*2020-04-10 23:51:13.977537*2020-04-10 23:51:13.977537
362*338*1*2020-04-10 23:51:45.08416*2020-04-10 23:51:45.08416
363*337*1*2020-04-10 23:52:11.526845*2020-04-10 23:52:11.526845
364*343*1*2020-04-10 23:52:24.027465*2020-04-10 23:52:24.027465
365*344*1*2020-04-10 23:55:55.289826*2020-04-10 23:55:55.289826
366*345*1*2020-04-11 00:10:00.050575*2020-04-11 00:10:00.050575
367*346*1*2020-04-11 00:12:56.186362*2020-04-11 00:12:56.186362
368*347*1*2020-04-11 00:17:17.081532*2020-04-11 00:17:17.081532
369*348*1*2020-04-11 00:17:33.551828*2020-04-11 00:17:33.551828
370*349*1*2020-04-11 00:20:10.065503*2020-04-11 00:20:10.065503
371*350*1*2020-04-11 00:22:00.844717*2020-04-11 00:22:00.844717
372*351*1*2020-04-11 00:24:59.193544*2020-04-11 00:24:59.193544
373*352*1*2020-04-11 00:31:03.336704*2020-04-11 00:31:03.336704
374*353*1*2020-04-11 00:50:14.780467*2020-04-11 00:50:14.780467
375*354*1*2020-04-11 00:51:03.213538*2020-04-11 00:51:03.213538
376*355*1*2020-04-11 00:53:28.878414*2020-04-11 00:53:28.878414
377*356*1*2020-04-11 00:55:52.38382*2020-04-11 00:55:52.38382
378*357*1*2020-04-11 00:58:04.585764*2020-04-11 00:58:04.585764
379*358*1*2020-04-11 01:02:32.367533*2020-04-11 01:02:32.367533
380*359*1*2020-04-11 01:02:43.645868*2020-04-11 01:02:43.645868
381*360*1*2020-04-11 01:17:35.358702*2020-04-11 01:17:35.358702
382*361*1*2020-04-11 01:23:33.266993*2020-04-11 01:23:33.266993
383*362*1*2020-04-11 01:23:52.945159*2020-04-11 01:23:52.945159
384*363*1*2020-04-11 01:26:25.049123*2020-04-11 01:26:25.049123
385*364*1*2020-04-11 01:26:43.259249*2020-04-11 01:26:43.259249
386*365*1*2020-04-11 01:28:53.130094*2020-04-11 01:28:53.130094
387*366*1*2020-04-11 01:29:17.436819*2020-04-11 01:29:17.436819
388*367*1*2020-04-11 01:31:51.607314*2020-04-11 01:31:51.607314
389*368*1*2020-04-11 01:32:14.225115*2020-04-11 01:32:14.225115
390*369*1*2020-04-11 01:34:23.439744*2020-04-11 01:34:23.439744
391*370*1*2020-04-11 01:47:12.852257*2020-04-11 01:47:12.852257
392*371*1*2020-04-11 02:09:47.228183*2020-04-11 02:09:47.228183
393*372*1*2020-04-11 02:10:07.277238*2020-04-11 02:10:07.277238
394*373*1*2020-04-11 02:10:19.447132*2020-04-11 02:10:19.447132
395*374*1*2020-04-11 02:15:18.623991*2020-04-11 02:15:18.623991
396*375*1*2020-04-11 02:17:04.908989*2020-04-11 02:17:04.908989
397*376*1*2020-04-11 02:19:16.146668*2020-04-11 02:19:16.146668
398*377*1*2020-04-11 02:23:18.646246*2020-04-11 02:23:18.646246
399*378*1*2020-04-11 02:23:29.81859*2020-04-11 02:23:29.81859
400*379*1*2020-04-11 13:10:29.348847*2020-04-11 13:10:29.348847
401*380*1*2020-04-11 13:10:43.775779*2020-04-11 13:10:43.775779
402*381*1*2020-04-11 13:11:03.686813*2020-04-11 13:11:03.686813
403*382*1*2020-04-11 13:13:33.631217*2020-04-11 13:13:33.631217
404*383*1*2020-04-11 13:18:21.435957*2020-04-11 13:18:21.435957
405*384*1*2020-04-11 13:18:34.233874*2020-04-11 13:18:34.233874
406*385*1*2020-04-11 13:22:18.195017*2020-04-11 13:22:18.195017
407*386*1*2020-04-11 13:25:03.892888*2020-04-11 13:25:03.892888
408*159*1*2020-04-11 16:27:23.275489*2020-04-11 16:27:23.275489
